ROUTER_1,2023-07-10 21:32:36,AGREGADO
ROUTER_2,2023-07-10 21:32:36,AGREGADO
ROUTER_3,2023-07-10 21:32:36,AGREGADO
ROUTER_4,2023-07-10 21:32:36,AGREGADO
ROUTER_5,2023-07-10 21:32:36,AGREGADO
ROUTER_1,2023-07-10 21:32:36,ACTIVO
ROUTER_2,2023-07-10 21:32:36,ACTIVO
ROUTER_3,2023-07-10 21:32:36,ACTIVO
ROUTER_4,2023-07-10 21:32:36,ACTIVO
ROUTER_5,2023-07-10 21:32:36,ACTIVO
ROUTER_3,2023-07-10 21:32:36,EN RESET
ROUTER_2,2023-07-10 21:32:36,INACTIVO
